user,instance_id,displayed_text,"If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)","If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'",frame:::Not Relevant to the U.S. Economy,"frame:::Personal (e.g., discusses household expenditures and personal debts)",frame:::Other,"frame:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","frame:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","frame:::Industry-specific (e.g., discusses agricultural prices, manufacturing output, and retail sales)","frame:::Government revenue and expenses (e.g., discusses taxes, budgets, and treasury issuances)","macro_indicator:::Prices (e.g., CPI, PPI)","macro_indicator:::Market Numbers (e.g., any financial market)","macro_indicator:::Macroeconomy (e.g., GDP)",macro_indicator:::Not Relevant to the U.S. Economy,"macro_indicator:::Energy Prices (eg., oil, gas)",macro_indicator:::Other,"macro_indicator:::Interest Rates (e.g., Fed, Mortgage)","macro_indicator:::Wages (e.g., minimum wage, average wage)",macro_indicator:::Confidence,"macro_indicator:::Housing (e.g., Start, Sales, Pricing)",macro_indicator:::Not general type 'Macroeconomic / General Economic Conditions',macro_indicator:::Retail Sales,"macro_indicator:::Job Numbers (e.g., jobs, unemployment)",spin:::Not Relevant to the U.S. Economy,spin:::Unknown,"spin:::Neutral (e.g., GDP was worth X US dollars)","spin:::Positive (e.g., inflation dropped)","spin:::Negative (e.g., prices skyrocketed)",spin:::Not general type 'Macroeconomic / General Economic Conditions',"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions","Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions","The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)"
5f067c54f05beb1e8392a532,70781_15,"At the current 20%, its headline rate is already one of the lowest in the G-20, equal to that of Turkey, Russia and Saudi Arabia. <span>At 17%,</span> it would still be above Ireland’s 12.5%, but well below most other large economies. It might also be at the limit of what Britain’s finances can stand.",,,,,,,0,,,,,3,,,,,,,,,,,,,,0,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,29800_47,"Gold for April delivery fell 1.6% Friday to settle at $1,228.70 an ounce. The yield on the 10-year Treasury note rose <span>to 1.888% from</span> 1.870% on Thursday as prices fell. Write to Leslie Josephs at leslie.josephs@wsj.com and Christopher Whittall at christopher.whittall@wsj.com - 10 - - - - -",,,,,,,0,,,,,,,,,8,,,,,,,,,,0,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,93529_7,"* Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19,<span> 2023,</span> * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023,  * Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19, 2023, * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023, * At Least 50 Car Models Tied to Potentially Explosive Air-Bag Part, WSJ FindsMay 19, 2023, * U.S.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,30538_0,"The story embarrassed Mr. Orban and was a reminder that his country still had an independent press. But that was <span>in 2014.</span> Today, Origo is one of the prime minister’s most dutiful media boosters, parroting his attacks on migrants and on George Soros, the Hungarian-American philanthropist demonized by the far right on both sides of the Atlantic.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,21067_17,"As the civilian casualties grew, overwhelmingly on the Gaza side, the conflict polarized Israeli society, and the world, in ways seldom seen before. At least 230 people were killed in Gaza during the war, including at <span>least 65 children</span>, while in Israel at least 12 were killed, including two children. Gaza’s infrastructure, already ailing, was gutted by Israeli airstrikes on the densely populated territory.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,30538_2,"In many ways, Hungary has foreshadowed the democratic backsliding now evident in different corners of the world. Since winning power <span>in 2010,</span> Mr. Orban has steadily eroded institutional checks and balances, especially the independent media. His government now oversees state-owned news outlets, while his allies control most of the country’s private media sources, creating a virtual echo chamber for Mr. Orban’s far right, anti-immigrant views.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,92520_4,"(Video: Hannah Jewell, Lindsey Sitz, Ross Godwin/The Washington Post, Photo: Emily Elconin/The Washington Post)  The landscape: The midterms are less than five weeks away. Voters in 36 states will choose their governor — with 20 Republicans <span>and 16 Democrats</span> holding offices that will be up for election this year. Groups on both sides of the abortion debate — such as NARAL Pro-Choice America and SBA Pro-Life America — are pouring their resources into governor’s races.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,84577_11,"And companies say these optional features have been spurring growth in high-end home construction. Record-low interest rates are driving much of this spending, with a 30-year, fixed-rate average <span>of 3.68% for</span> conforming loans, which are below $417,000 in most markets, or 4.13% for larger loans, according to HSH.com, a mortgage-research website. Monica Kaiser, for instance, added nearly $70,000 worth of upgrades to the $1 million-plus San Diego home she and her husband purchased in December.",,,,4,,,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,305_2,"If Trump Runs Again, Do Not Cover Him the Same Way: A Journalist’s Manifesto I believed in traditional reporting, but Trump changed me — and it should change the rest of the media too. Perspective by Margaret Sullivan October 12, 2022 at 10:00 a.m. EDT Despite my nearly four decades in journalism, I was unprepared for the moment of no return that came on a July day <span>in 2016,</span> as a blazing sun beat down on the streets of Cleveland. Walking around the grounds of the Republican National Convention, I was looking for a column idea.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,93529_9,"* Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19,<span> 2023,</span> * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023,  * Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19, 2023, * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023, * At Least 50 Car Models Tied to Potentially Explosive Air-Bag Part, WSJ FindsMay 19, 2023, * U.S.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,Economic-Article-Quant-Annotation-example1.html,example1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)",,,"Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'",,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions",,,,,
5f067c54f05beb1e8392a532,58990_9,"But soon after a police officer showed up, the executives were fumbling with their paperwork, according to lawmakers who attended the hearing—but in the end, they didn’t release any documents. * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28,<span> 2023,</span> * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023,  * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28, 2023, * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023, * Firms Are Colluding to Cheat H-1B Visa Lottery, U.S. SaysApril 28, 2023, * In China, a Detention and a New Espionage Law Have Businesses WorriedApril 28, 2023, * North Carolina’s Highest Court Reverses Course on Voting DecisionsApril 28, 2023, * How New York and California Botched Marijuana Legalization April 28, 2023, * World’s Richest Man Likes the View Atop Refurbished TiffanyApril 28, 2023, * I Cloned Myself With AI. She Fooled My Bank and My Family.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,92520_19,"Americans give failing marks to U.S. health-care system  New this a.m.: Nearly half of adults give the country’s health care system a poor or failing grade, according to a new West Health-Gallup poll, which found that Americans across party lines see lobbying and partisan politics as major barriers to finding solutions to address the rising costs of medicine. By the numbers:  * Sixty-six percent of Americans report their household pays too much relative to the quality of care that it receives, up six points compared with April of last year, according to the poll, which surveyed more than 5,5000 adults., * Six <span>in 10 Americans</span> report that cost is an important factor when considering a recommended medical procedure or medication., * Half the country — an estimated 129 million adults — have low levels of confidence that they can afford health care as they age., * Two in three Americans under 65 believe Medicare will not exist when they reach the age of eligibility.,  First in The Health 202: Rep. Buddy Carter (R-Ga.), a pharmacist, is rolling out a campaign attacking pharmacy benefit managers often known as drug middlemen.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,42858_6,"The CPI measures what consumers pay for goods and services. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,64541_5,"“We are not short on funds right now,” he added. Hacks were a primary reason for bitcoin’s steep fall last year following its manic rally <span>in 2017.</span> While bitcoin, the largest cryptocurrency by market value, is up more than 50% so far this year, it remains down by about 70% from its record high in December 2017.",,,,,,1,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,Economic-Article-Quant-Annotation-instructions_confirm.html,instructions_confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions",,,,
5f067c54f05beb1e8392a532,64541_9,"“People are quite used to exchange hacks,” said John Patrick Mullin, a cryptocurrency investor and blockchain consultant in Hong Kong. “Markets didn’t move nearly as much as they would’ve one year ago if the same thing happened.”  Bitcoin recently traded <span>around $5,800,</span> according to CoinDesk. Cryptocurrency exchanges and investors are often targeted by hackers.",,,,,,1,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,92537_0,"Rising energy costs are likely to push European inflation rates higher even as U.S. inflation shows signs of cooling  Updated Aug.<span> 17,</span> 2022 11:10 am ET  The U.K.’s annual rate of inflation moved into double digits in July and is set to rise even higher by the end of the year, heaping greater pressure on stretched household budgets and threatening a lengthy economic contraction. That pickup in inflation has been replicated in other parts of Europe, even as consumer prices have started to slow in the U.S. That is because energy prices have continued to accelerate across Europe as Russia withholds supplies of natural gas, with the continent facing a possible crunch this winter.",,,,,,,0,,,,,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,
5f067c54f05beb1e8392a532,58990_3,"But soon after a police officer showed up, the executives were fumbling with their paperwork, according to lawmakers who attended the hearing—but in the end, they didn’t release any documents. * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28,<span> 2023,</span> * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023,  * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28, 2023, * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023, * Firms Are Colluding to Cheat H-1B Visa Lottery, U.S. SaysApril 28, 2023, * In China, a Detention and a New Espionage Law Have Businesses WorriedApril 28, 2023, * North Carolina’s Highest Court Reverses Course on Voting DecisionsApril 28, 2023, * How New York and California Botched Marijuana Legalization April 28, 2023, * World’s Richest Man Likes the View Atop Refurbished TiffanyApril 28, 2023, * I Cloned Myself With AI. She Fooled My Bank and My Family.",,,,,,,,2,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,42858_32,"Open to Offers. April 27, 2023,  May’s increase was driven in part by sharp rises in the prices for energy, which rose 34.6% from a year earlier, and groceries, which jumped 11.9% on the year, the biggest increase <span>since 1979.</span> But inflation pressures were distinctly broad-based in May, said Sarah House, senior economist at Wells Fargo Securities.",,,,,,,0,,,,,,,10,,,,,,,,,,,,,1,,,,,,,,,,,,
5f067c54f05beb1e8392a532,45570_0,"Here’s what happened in Park Slope, Brooklyn, when real-life residents faced this situation. On Aug.<span> 3,</span> Jessica Chrustic, 40, a professional beekeeper, was walking her dog in Prospect Park a little after 6 a.m. when she saw a man rifling through the garbage outside the Picnic House. She had seen the man before — tall, with dreadlocks wrapped in a turban, carrying a long staff and often muttering to himself or cursing — and she usually kept her distance.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,Economic-Article-Quant-Annotation-instructions1_example.html,instructions1_example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",,,
5f067c54f05beb1e8392a532,58990_5,"But soon after a police officer showed up, the executives were fumbling with their paperwork, according to lawmakers who attended the hearing—but in the end, they didn’t release any documents. * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28,<span> 2023,</span> * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023,  * JPMorgan, PNC Bidding for First Republic as Part of FDIC TakeoverApril 28, 2023, * Fed Says It Failed to Act on Problems That Led to Silicon Valley Bank CollapseApril 28, 2023, * Wage Gains Pick Up as Fed Considers Rate DecisionApril 28, 2023, * Firms Are Colluding to Cheat H-1B Visa Lottery, U.S. SaysApril 28, 2023, * In China, a Detention and a New Espionage Law Have Businesses WorriedApril 28, 2023, * North Carolina’s Highest Court Reverses Course on Voting DecisionsApril 28, 2023, * How New York and California Botched Marijuana Legalization April 28, 2023, * World’s Richest Man Likes the View Atop Refurbished TiffanyApril 28, 2023, * I Cloned Myself With AI. She Fooled My Bank and My Family.",,,,,,1,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,93529_3,"* Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19,<span> 2023,</span> * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023,  * Who Is James Gorman? Morgan Stanley CEO, Taylor Swift BoosterMay 19, 2023, * Negotiators Halt Debt-Ceiling TalksMay 19, 2023, * Jerome Powell Keeps June Interest-Rate Pause in PlayMay 19, 2023, * At Least 50 Car Models Tied to Potentially Explosive Air-Bag Part, WSJ FindsMay 19, 2023, * U.S.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,21067_8,"Many of them already feel uncomfortable about working with each other, and have made difficult compromises to join forces in order to push Mr. Netanyahu from office. Mr. Lapid himself agreed to give Naftali Bennett, a hard-right former settler leader who opposes Palestinian statehood, the chance to lead the government <span>until 2023,</span> at which point Mr. Lapid will take over. In a sign of the friction to come, Raam, the Arab Islamist party, announced that it had joined the coalition after receiving assurances about improvements to the Arab minority’s land and housing rights that many hard-right Israelis deem unacceptable, including the regularization of three illegally constructed Arab towns in the Negev desert.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,42858_34,"Prices for used cars and trucks—a key engine of the past year’s inflation surge—rose 1.8% in May from April, reversing three months of declines. Shelter costs, an indicator of broad inflation pressures, accelerated on a monthly basis in May and were <span>up 5.5%,</span> compared with a year ago. Airline fares rose 12.6% on the month, the third straight double-digit rise.",,,,,,,0,,,5,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,
5f067c54f05beb1e8392a532,Economic-Article-Quant-Annotation-confirm.html,confirm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions,
5f067c54f05beb1e8392a532,88390_20,"And by 2013, McConnell was already preparing for his 2014 reelection bid. When Manchin-Toomey finally came to the Senate floor for a vote in April 2013, McConnell pushed his conference to oppose the bill, which ultimately <span>failed 54 to</span> 46, falling short of the 60 votes needed for passage. “McConnell whipped hard against it.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,64541_7,"Hacks were a primary reason for bitcoin’s steep fall last year following its manic rally in 2017. While bitcoin, the largest cryptocurrency by market value, is up more than 50% so far this year, it remains down by <span>about 70% from</span> its record high in December 2017. “People are quite used to exchange hacks,” said John Patrick Mullin, a cryptocurrency investor and blockchain consultant in Hong Kong.",,,,,,1,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,Economic-Article-Quant-Annotation-example2.html,example2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)",,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",,,,,,
5f067c54f05beb1e8392a532,28411_0,"Last week, the Wall Street Journal had a scoop of sorts; the headline read, “President Trump Eyes a New Real-Estate Purchase: Greenland: In conversations with aides, the president has — with varying degrees of seriousness — floated the idea of the U.S. buying the autonomous Danish territory.” Greenland, of course, is a huge island in the Atlantic, most of it north of the Arctic Circle. As such, even though it <span>boasts 836,000 square</span> miles of territory — more than a quarter the size of the continental U.S. — it counts a population of just 55,000. In other words, the great landmass is ripe for development, so it’s no wonder Trump, real estate man, wants to take a crack at developing it — on behalf of the nation, if not for himself.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,30538_14,"Other than a handful of mainly online outlets, the Hungarian media has been either silent about or supportive of these moves. According to Freedom House’s press freedom index, Hungary’s media was judged the 87th freest in the world <span>In 2017,</span> down from joint 40th in 2010, when Mr. Orban entered office. The index now labels Hungarian media as only “partly free,” while Hungary’s wider political system, once classified as a “consolidated democracy,” has been downgraded to “semi-consolidated democracy.” And the fate of Origo, Mr. Mong said, is “very symbolic” of that transition.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,28411_9,"In the meantime, a whole new group of entrepreneurs and innovators came along, finding new ways to squeeze oil out of old fields; one such was George P. Mitchell (1919-2013), the Texas-born pioneer of fracking. As a result, <span>since 1980,</span> proven oil reserves in the U.S. have risen by more than a third, and around the world, reserves have nearly tripled. So now, looking to the future, there’s every reason to believe that the same sequence would happen in Greenland: new thinking + new production = new wealth.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,30538_3,"Other than a handful of mainly online outlets, the Hungarian media has been either silent about or supportive of these moves. According to Freedom House’s press freedom index, Hungary’s media was judged the 87th freest in the world <span>In 2017,</span> down from joint 40th in 2010, when Mr. Orban entered office. The index now labels Hungarian media as only “partly free,” while Hungary’s wider political system, once classified as a “consolidated democracy,” has been downgraded to “semi-consolidated democracy.” And the fate of Origo, Mr. Mong said, is “very symbolic” of that transition.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,28411_10,"So now we come back to Greenland. As noted, Greenland is more than a quarter the size of the <span>Lower 48.</span> So that gives us plenty of vacant land to work with — to dig, to drill, to otherwise enjoy — and then, at the same time, the land can be used for carbon capture.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,Economic-Article-Quant-Annotation-instructions3_example.html,instructions3_example,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)"
5f067c54f05beb1e8392a532,42858_63,"Airline fares surged 37.8% from a year ago, while hotel prices were 19.3% higher. Restaurant prices rose 7.4%, the sharpest rise <span>since 1981.</span> Despite strong demand for summer activities such as travel, higher prices are eating into many business owners’ profitability.",,,6,,,,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,20028_8,"Only six new malls have been built since 2010, according to CoStar Group, a provider of commercial real-estate information. Meanwhile, the number of ""dead malls,"" those with vacancy rates <span>over 40%,</span> has nearly tripled since 2006 to 74 properties. The fate of the mall business matters, because even as the industry struggles, it remains an important source of economic activity.",,,,,,,0,,,,,,,,,,,,2,,,,,,,,1,,,,,,,,,,,,
5f067c54f05beb1e8392a532,28063_17,"The jobs it has added — many of them in the service industry — are often low-paid positions with high turnover rates. Among the country’<span>s 15 largest</span> metropolitan areas, the Washington region ranks last in job creation and income growth, according to data from the Stephen S. Fuller Institute at GMU. As Discovery showed by shipping low-end jobs to Tennessee, the Washington region struggles to compete when business costs are a factor.",,,,,,,0,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,49697_0,"A concrete wall. When the storm finally broke three days later, <span>some 40 inches</span> of snow had fallen and everything sprang to life. The timing was ideal.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,87347_2,"The consumer-price index, which gauges what Americans pay for everything from veterinarian services to baby clothes, rose a seasonally adjusted 0.1% in June from the prior month, the Labor Department said Thursday. Excluding volatile food and energy components, prices <span>increased 0.2%.</span> Economists surveyed by The Wall Street Journal had expected a 0.2% uptick...",,,,,,,,2,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
5f067c54f05beb1e8392a532,93529_0,"Aug.<span> 27,</span> 2022 12:00 am ET  Walt Disney used to call Disneyland his “magic kingdom.” These days, Walt Disney Co. DIS -1.84%decrease; red down pointing triangle has a new magic trick: wringing every last dollar out of each visitor to its profitable theme parks. Over the past two years, as Florida’s Walt Disney World Resort and Southern California’s Disneyland Resort have emerged from the shadow of the coronavirus pandemic, the company has made a host of changes that have sent the cost of a visit to a Disney resort skyward.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,92520_20,"Americans give failing marks to U.S. health-care system  New this a.m.: Nearly half of adults give the country’s health care system a poor or failing grade, according to a new West Health-Gallup poll, which found that Americans across party lines see lobbying and partisan politics as major barriers to finding solutions to address the rising costs of medicine. By the numbers:  * Sixty-six percent of Americans report their household pays too much relative to the quality of care that it receives, up six points compared with April of last year, according to the poll, which surveyed more than 5,5000 adults., * Six in 10 Americans report that cost is an important factor when considering a recommended medical procedure or medication., * Half the country — an <span>estimated 129 million</span> adults — have low levels of confidence that they can afford health care as they age., * Two in three Americans under 65 believe Medicare will not exist when they reach the age of eligibility.,  First in The Health 202: Rep. Buddy Carter (R-Ga.), a pharmacist, is rolling out a campaign attacking pharmacy benefit managers often known as drug middlemen.",,,6,,,,,,,,,,13,,,,,,,,,,5,,,,,,,,,,,,,,,,
5f067c54f05beb1e8392a532,20028_11,"The fate of the mall business matters, because even as the industry struggles, it remains an important source of economic activity. Sales per square foot at the nation's malls grew <span>just 2.6% last</span> year—their slowest pace since 2009, according to International Council of Shopping Centers. Vacancy rates are stubbornly high, at an average of more than 8% at regional malls, not far off a 2011 peak in of 9.4%, according to data company Reis Inc.  ""Just because people are making fewer trips to the mall doesn't mean they're spending less,"" said Jesse Tron, a spokesman for the ICSC.",,,,,,1,,,,,,,,,,,,,,12,,,,,,,,4,,,,,,,,,,,
