user,instance_id,displayed_text," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions","The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant' is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)","frame:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","frame:::Government revenue and expenses (e.g., discusses taxes, budgets, and treasury issuances)","frame:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)",frame:::Other,"frame:::Industry-specific (e.g., discusses agricultural prices, manufacturing output, and retail sales)","frame:::Personal (e.g., discusses household expenditures and personal debts)",frame:::Not Relevant to the U.S. Economy,macro_indicator:::Currency Values,macro_indicator:::Not general type 'Macroeconomic / General Economic Conditions',"macro_indicator:::Market Numbers (e.g., any financial market)","macro_indicator:::Job Numbers (e.g., jobs, unemployment)","macro_indicator:::Interest Rates (e.g., Fed, Mortgage)",macro_indicator:::Not Relevant to the U.S. Economy,"macro_indicator:::Prices (e.g., CPI, PPI)","macro_indicator:::Energy Prices (eg., oil, gas)","spin:::Positive (e.g., inflation dropped)",spin:::Not general type 'Macroeconomic / General Economic Conditions',"spin:::Negative (e.g., prices skyrocketed)",spin:::Unknown,spin:::Not Relevant to the U.S. Economy,You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)","Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)","Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions'"
65cce77bbc4382242747e097,Economic-Article-Quant-Annotation-instructions_confirm.html,instructions_confirm,,"Good work! You answered the sample questions correctly. Please confirm that you have read all instructions, because you'll now do 2 examples on your own.:::I have read all provided instructions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65cce77bbc4382242747e097,77015_27,"Now, Starbucks is betting people will pay as much as $1 an ounce. * U.S. Stocks Rally; Meta Shares JumpLive Coverage, * Consumers Prop Up Economy as Higher Rates Hit GrowthApril 27,<span> 2023,</span> * Chinese Authorities Question Bain Staff in ShanghaiApril 27, 2023,  * U.S. Stocks Rally; Meta Shares JumpLive Coverage, * Consumers Prop Up Economy as Higher Rates Hit GrowthApril 27, 2023, * Chinese Authorities Question Bain Staff in ShanghaiApril 27, 2023, * Why No Buyer Has Emerged for First RepublicApril 27, 2023, * Lyft Says it Will Cut More Than 1,000 People in New Round of LayoffsApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,,0,,,,,,,1,,,,,,,,1,,,,,,,,,,
65cce77bbc4382242747e097,7188_2,"RUSSIA INVADES UKRAINE: UPDATES Rubin said this poll shows voters are in a ""stupid"" nutshell."" ""[V]oters in a (stupid) nutshell: According to ABC News/Ipsos data, 70% disapprove of Biden's handling of gas prices, though even more respondents --<span> 77% </span>-- support his proposal to ban Russian oil, even if it means paying more at the pump,"" she tweeted. Although the White House and its allies in the media have attempted to blame ongoing inflation issues on Russian President Vladimir Putin because of his invasion of Ukraine, inflation reports indicated record levels of increase in February, prior to the invasion.",,,,,,,,,2,,,,12,,,,,,,,4,,,,,,,,,,,
65cce77bbc4382242747e097,86776_19,"The average number of bookrunners on Chinese companies’ U.S.-dollar bond deals rose to 6.5 last year, from an average of 3.6 in 2012, according to Dealogic. The average for Asia excluding Japan was <span>recently 4.6,</span> versus 2.2 in the U.S. Larger bond syndicates mean lower fees per deal are also being divided among more banks, making it harder for individual firms to profit, said Florian Schmidt, a former investment banker who now runs a consulting firm in Singapore.",,,,,,,,5,,,,,12,,,,,,,,4,,,,,,,,,,,
65cce77bbc4382242747e097,39304_10,"The 2015 “net neutrality” rules were one of the signature regulatory actions of the Obama administration, requiring broadband providers to treat all traffic equally, without blocking or slowing content, or providing fast lanes for favored sites and services. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,,,5,,,,,12,,,,,,,,4,,,,,,,,,,,
65cce77bbc4382242747e097,Economic-Article-Quant-Annotation-instructions2_example.html,instructions2_example,,,,"If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Market Numbers (e.g., any financial market)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
65cce77bbc4382242747e097,15283_17,"Retail pork prices likely will set a fresh record this year, breaking the nominal all-time high of $3.81 a pound reached in October, according to the U.S. Department of Agriculture. The USDA projects a 2% to 3% increase in retail pork prices for 2014, after a gain of <span>about 1% last</span> year. Mike Boero, the meat-department manager at a Piggly Wiggly grocery store in Zion, Ill., says shoppers already are talking about higher bacon prices.",,,,,,,,,2,,,,12,,,,,,,,4,,,,,,,,,,,
65cce77bbc4382242747e097,Economic-Article-Quant-Annotation-example1.html,example1,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Firm-specific (e.g., discusses stock prices, debt offerings, and capital investments)",,,"Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Not general type 'Macroeconomic / General Economic Conditions'",,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Not general type 'Macroeconomic / General Economic Conditions'"
65cce77bbc4382242747e097,57262_10,"But only a minority of Americans have assets beyond homes, cars and retirement savings. About 15% of households own stocks, <span>and 13% hold</span> business equity or other residential property, according to Federal Reserve data. Beyond Jackson Hole, per capita assets have skyrocketed in places like Manhattan, Westchester and Nassau in New York, and California’s Palm Beach and the San Francisco Bay Area.",,,,,,,,,,4,,,12,,,,,,,,4,,,,,,,,,,,
65cce77bbc4382242747e097,11647_5,"As measured by the Commerce Department’s personal consumption expenditures price index, U.S. inflation has undershot the central bank’s 2% annual target for more than three years. Ms. Yellen, referring Wednesday to Ms. Brainard’s remarks, told lawmakers that “if we were to move, say in December, it would be based on an expectation—which I believe is justified—that with an improving labor market and transitory factors fading, that inflation will move up <span>to 2%.</span> But of course if we were to move, we would need to verify over time that expectation was being realized, and if not, adjust policy appropriately.”  In projections released in September, one unnamed Fed policy maker recommended lowering the benchmark fed-funds rate into negative territory.",,,,,,,0,,,,,,,1,,,,,,,,1,,,,,,,,,,
65cce77bbc4382242747e097,42077_5,"“It’s a game of inches,” said Elizabeth Malone, program manager of resiliency and insurance at Neighborhood Housing Services Brooklyn, a community group that counsels residents in flood-prone areas. In New York, where more <span>than 50,000 people</span> are homeless, and where the mayor has pledged to create or preserve 200,000 units of affordable housing by the end of 2022, the FEMA maps could add further financial strain. The city has already pushed back against FEMA.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
65cce77bbc4382242747e097,Economic-Article-Quant-Annotation-example2.html,example2,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Question 1: The highlighted quantity should have a general type. Please label the type, or select 'Not Relevant to the U.S. Economy' if it is a date or otherwise not relevant to the U.S. economy:::Macroeconomic / General Economic Conditions (e.g., discusses jobs, housing prices, and oil prices)","Question 2: If the quantity's general type is 'Macroeconomic / General Economic Conditions', please label the specific macroeconomic indicator. Select 'Not general type 'Macroeconomic / General Economic Conditions'' if the quantity is not relevant to the U.S. economy or is not a macroeconomic / general conditions type.:::Housing (e.g., Start, Sales, Pricing)",,"Question 3: If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",
65cce77bbc4382242747e097,39304_4,"The 2015 “net neutrality” rules were one of the signature regulatory actions of the Obama administration, requiring broadband providers to treat all traffic equally, without blocking or slowing content, or providing fast lanes for favored sites and services. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
65cce77bbc4382242747e097,90411_16,"“The new deal makes it harder to assemble a car in Mexico and export it to the United States and meet the requirements,” said Chad Bown, a senior fellow at the Peterson Institute for International Economics. At the same time, he said, “carmakers are also less able to buy cheaper parts from European or Asian suppliers.” Kristin Dziczek of the Center for Automotive Research in Michigan predicts “tens of thousands” of jobs could return out <span>of 375,000 lost</span> over the past two decades but says American consumers would see sticker prices increase by $470 to $2,200 per vehicle. But while the agreement may create some additional U.S. and Canadian jobs in the short run, companies over time could look to cut costs by using more robots in their factories.",,,,,,,,,2,,,,12,,,,,,,,4,,,,,,,,,,,
65cce77bbc4382242747e097,Economic-Article-Quant-Annotation-instructions3_example.html,instructions3_example," If the quantity's general type is 'Macroeconomic / General Economic Conditions', what spin does the writer of the excerpt put on the highlighted quantity?:::Negative (e.g., prices skyrocketed)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661c2e0c445d09870decb949,77015_9,"Now, Starbucks is betting people will pay as much as $1 an ounce. * U.S. Stocks Rally; Meta Shares JumpLive Coverage, * Consumers Prop Up Economy as Higher Rates Hit GrowthApril 27,<span> 2023,</span> * Chinese Authorities Question Bain Staff in ShanghaiApril 27, 2023,  * U.S. Stocks Rally; Meta Shares JumpLive Coverage, * Consumers Prop Up Economy as Higher Rates Hit GrowthApril 27, 2023, * Chinese Authorities Question Bain Staff in ShanghaiApril 27, 2023, * Why No Buyer Has Emerged for First RepublicApril 27, 2023, * Lyft Says it Will Cut More Than 1,000 People in New Round of LayoffsApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,63152_26,"After that, she worked as a librarian and researcher at a bank and, at 24, met John Fred Schlafly Jr., a 39-year-old lawyer and politically engaged conservative from an Alton family that had made its money in banking and industry. They were married on Oct.<span> 20,</span> 1949. At the ceremony, Mrs. Schlafly said, she did not promise to obey, only to cherish.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,39304_8,"The 2015 “net neutrality” rules were one of the signature regulatory actions of the Obama administration, requiring broadband providers to treat all traffic equally, without blocking or slowing content, or providing fast lanes for favored sites and services. * China Ratchets Up Pressure on Foreign CompaniesApril 27,<span> 2023,</span> * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023,  * China Ratchets Up Pressure on Foreign CompaniesApril 27, 2023, * Amazon Rebounds From Postpandemic Doldrums, but Says Cloud Growth Is SlowingApril 27, 2023, * Stocks Rally, Led by NasdaqApril 27, 2023, * Higher Rates Hit U.S. GrowthApril 27, 2023, * Denied a Gun License Over School Threat, Accused Leaker Jack Teixeira Later Got Top-Secret ClearanceApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,57892_9,"“We believe the energy-services sector will incur greater challenges,” said Wells Fargo Chief Financial Officer John Shrewsberry on a call with analysts. “Over time, we would expect some correlated stress in communities that are dependent on oil and gas.”  Wells Fargo, the fourth largest U.S. bank by assets, is giving special attention to loans in metropolitan areas where more <span>than 3% of</span> jobs are directly tied to energy production, Mr. Shrewsberry said. The bank’s shares fell around 0.7% on the day.",,,,,,,0,,,,,,,,0,,,,,,,1,,,,,,,,,,
661c2e0c445d09870decb949,Economic-Article-Quant-Annotation-confirm.html,confirm,,,,,,,,,,,,,,,,,,,,,,,,,You have answered all practice questions correctly! You may access the instructions at any time during the study using the links at the top left the screen.:::I have identified the links to the instruction set and codebook,Please note that we reserve the right to reject your annotations if the provided instructions are not followed.:::I understand that my answers will be rejected if I do not follow the instructions,,,,,,
661c2e0c445d09870decb949,95489_6,"The trials won’t start yielding results until next year, but a small study led by Pedro Cahn, a doctor in Argentina, offers some reason for optimism. In that 48-week trial, dolutegravir plus 3TC suppressed HIV levels <span>in 18 out</span> of 20 previously untreated patients. Even if Glaxo’s large clinical trials succeed, it could face another challenge: inertia.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,60609_14,"“Once the major purges took place, we thought he was solid,” said Mr. Medeiros, who is now Asia head for consultancy Eurasia Group. Kim Jong Un’s grandfather also consolidated power through purges of potential challengers in 1953,<span> 1956,</span> and 1967. None, however, were known to rival the execution by antiaircraft fire of a North Korean defense minister under Mr. Kim, as alleged last year by South Korea’s spy agency.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,23953_3,"On Thursday, it was hovering close to 49 to the U.S. dollar, after briefly falling to 80 in December. Inflation also significantly slowed in March, Putin said, although it remains at an annualized rate <span>of 11 percent</span>. Putin often uses the annual call-in forums to boost his image as a leader intimately involved in the lives of his citizens, bypassing layers of officials for those lucky enough to have their questions selected.",,,,,,,0,,,,,,,,,,,5,,,,1,,,,,,,,,,
661c2e0c445d09870decb949,26248_8,"More from Opinion - Sen. Marsha Blackburn: Biden can end our border crisis. My plan will kick start the solution - Sen. Roger Marshall: The COVID-19 mystery – we've <span>lost 3 millions</span> lives and critical questions need answers - Patrick Novecosky: Pope John Paul II assassination attempt – the secrets behind shooting 40 years ago But, as famed economist Thomas Sowell noted, there are no solutions, only tradeoffs. And Congress’ spending binge will almost certainly result in substantial inflation (and this is before taking into account the Biden administration’s proposed additional spending on infrastructure and other programs).",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,50136_50,"It is a very sobering thing to be thinking about oneself as president of the United States and the enormous responsibilities that go with that.’” HOT ON THE RIGHT Chris Christie says he, Cruz and Rubio will be the final three GOP candidates standing. From the Washington Examiner: “‘I think what folks saw on the stage on Tuesday night was that I am prepared to be the commander-in-chief of the United States military,’ Christie said.” DAYBOOK: — What’s happening today on the campaign trail: Trump holds a rally in Cedar Rapids, Iowa, <span>at 7 p</span>.m. central. Rubio hosts a town hall at 12:15 in Dubuque.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,90497_9,"Hearing specialists are excited that more people with untreated hearing loss will have access to crucial devices. Untreated hearing loss can lead to cognitive decline, isolation and dementia, but only a fraction of <span>the 28.8 million</span> who could benefit from hearing aids use them, according to the National Institute on Deafness and Other Communication Disorders. Of those who could benefit, just 16 percent of adults under 69 and just 30 percent over 70 have them, the agency said.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,42077_12,"In a moderate-risk zone, an area has a 0.2 percent chance of flooding in any year, in what is called a 500-year flood. Put another way, houses in a high-risk zone have a one-in-four chance of being flooded over the course of a 30-year mortgage, compared with <span>a 10 percent</span> risk of having a fire. Federal law requires anyone with a mortgage in the highest-risk areas to get flood insurance.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,26248_11,"Inflation is on the rise. The measure of inflation, called ""core consumer price index,"" in April increased to its highest level in 13 years, <span>to 4.1%,</span> and this is after an increase to 2.6% in March, which was the highest level since 2018. These increased measures of inflation are showing up even before a ""full"" reopening of normal activity across the U.S. economy.",,,,,,,0,,,,,,,,,,,5,,,,1,,,,,,,,,,
661c2e0c445d09870decb949,15283_0,"Disease Threatens to Create More Pain for Food Shoppers  Jan.<span> 10,</span> 2014 6:56 pm ET  CHICAGO—A virus that kills young pigs is roiling the U.S. pork industry, boosting prices in the $9 billion hog-futures market and threatening to create more pain for food shoppers. The disease, which has spread to farms in 22 states, is cutting into pork supplies and prompting some traders and investors to wager that hog prices could set records this year.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,63152_4,"And in the 1970s, Mrs. Schlafly’s campaign against the Equal Rights Amendment played a large part in its undoing. The amendment would have expanded women’s rights by barring any gender-based distinctions in federal and state laws, and it was within hailing distance of becoming the law of the land: Both houses of Congress had passed it by a vote of more than 90 percent, <span>and 35 state</span> legislatures — only three shy of the number required for adoption — had approved it. But the amendment lost steam in the late 1970s under pressure from Mrs. Schlafly’s volunteer brigades — mainly women, most of them churchgoing Christians (Mrs. Schlafly was Roman Catholic) and not a few of them lugging apple pies to cajole legislators.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,63152_37,"Ms. Friedan called Mrs. Schlafly an “Aunt Tom.” Mrs. Schlafly became a forceful conservative voice in the 1950s, when she joined the right-wing crusade against international Communism. In the 1960s, with her popular self-published book “A Choice Not an Echo” (it sold more than three million copies) and a growing legion of followers, she gave critical support to the presidential ambitions of Senator Barry Goldwater, the hard-right Arizonan who went on to lead the Republican Party to electoral disaster <span>in 1964,</span> but who planted the seeds of a conservative revival that would flower with the rise of Ronald Reagan. And in the 1970s, Mrs. Schlafly’s campaign against the Equal Rights Amendment played a large part in its undoing.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,60609_0,"Kim Jong Un fashions his propaganda, policies and nuclear ambitions after the country’s founder, Kim Il Sung. He even copies his haircut and dress  Updated Sept.<span> 19,</span> 2016 1:51 am ET  SEOUL—Kim Jong Un was a virtual unknown when his father died of a heart attack in December 2011 and left him the leader of North Korea. Intelligence analysts knew little more than he was a man in his 20s who had attended school in Switzerland and loved basketball.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,37452_6,"Israeli scientists analyzed rates of infection and severe illness among 4.6 million people from July 30, when the country first began offering booster shots, to Oct. 6. They found that infection rates at <span>least 12 days</span> after a third injection were five- to 11-fold lower among the boosted population than among those who did not receive an extra injection. Rates of severe illness were 6.5-fold lower for those 60 years or older and threefold lower for those aged 40 to 60, the researchers said.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,77015_7,"Now, Starbucks is betting people will pay as much as $1 an ounce. * U.S. Stocks Rally; Meta Shares JumpLive Coverage, * Consumers Prop Up Economy as Higher Rates Hit GrowthApril 27,<span> 2023,</span> * Chinese Authorities Question Bain Staff in ShanghaiApril 27, 2023,  * U.S. Stocks Rally; Meta Shares JumpLive Coverage, * Consumers Prop Up Economy as Higher Rates Hit GrowthApril 27, 2023, * Chinese Authorities Question Bain Staff in ShanghaiApril 27, 2023, * Why No Buyer Has Emerged for First RepublicApril 27, 2023, * Lyft Says it Will Cut More Than 1,000 People in New Round of LayoffsApril 27, 2023, * Iran Seizes U.S.-Bound Oil TankerApril 27, 2023, * DeSantis’s Miscalculation: ‘Disney Is Playing the Long Game’April 27, 2023, * U.S. Sanctions Russian, Iranian Security Services Over Wrongful DetentionsApril 27, 2023, * Fire Sale: $300 Million San Francisco Office Tower, Mostly Empty. Open to Offers.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,15283_14,"Retail pork prices likely will set a fresh record this year, breaking the nominal all-time high of $3.81 a pound reached in October, according to the U.S. Department of Agriculture. The USDA projects <span>a 2% to</span> 3% increase in retail pork prices for 2014, after a gain of about 1% last year. Mike Boero, the meat-department manager at a Piggly Wiggly grocery store in Zion, Ill., says shoppers already are talking about higher bacon prices.",,,,,,,0,,,,,,,,,,,5,,,,1,,,,,,,,,,
661c2e0c445d09870decb949,7402_2,"COVID-19, the disease caused by the coronavirus, was officially declared a pandemic by the World Health Organization on March 11. More than 3.8 million cases of the virus have been confirmed worldwide, and more <span>than 270,000 people</span> have died from it, according to data compiled by Johns Hopkins University. Efforts to curb the outbreak have led to the global disruption of daily life and the economy, as schools and workplaces shutter in hopes of slowing transmission.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,12832_5,"Intermediate prices for processed goods—a proxy for the cost of goods such as metals, paint and fuel—rose 4.7% in April from a year earlier, the Labor Department said Wednesday. In that category, gasoline prices were <span>up 14.6% from</span> a year earlier and steel mill products were up 7.4%. Intermediate services prices—everything from warehousing costs to security guards—rose 3.1% from a year earlier.",,,,,,,0,,,,,,,,,,,,10,,,1,,,,,,,,,,
661c2e0c445d09870decb949,76641_2,"1 trading partner, eclipsing Canada and China. The Mexican peso slid about 3 percent on the news, to <span>almost 20 pesos</span> to the dollar. López Obrador said he believes that Trump will not follow through on his announcement late Thursday of a plan to impose a series of 5 percent tariff increases on all goods from Mexico unless it stops the migration flow.",,,,,,,0,,,,,9,,,,,,,,,,,3,,,,,,,,,
661c2e0c445d09870decb949,88252_30,"Inside, on a recent day, a senior official tallied his industry's losses. Before the uprising began in March 2011, he said, Syria produced <span>about 380,000 barrels</span> of oil and more than a billion cubic feet of natural gas daily. Production is down to just 50,000 barrels of oil and 565 million cubic feet of gas, he said.",,,,,,,,,2,,,,12,,,,,,,,4,,,,,,,,,,,
661c2e0c445d09870decb949,50136_13,"— Another fresh poll this morning shows very little change in the GOP race after the Las Vegas debate. A Morning Consult survey that was in the field the past two nights puts Trump at 36 percent nationally, <span>to 12 percent</span> for Ben Carson, 11 percent for Cruz, 9 percent for Rubio and 7 percent for Jeb. That’s basically the same as their poll conducted during the three days before the debate.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,88252_32,"Before the uprising began in March 2011, he said, Syria produced about 380,000 barrels of oil and more than a billion cubic feet of natural gas daily. Production is down to just 50,000 barrels of oil <span>and 565 million</span> cubic feet of gas, he said. Most of the country's largest oil fields, in the northeastern and eastern provinces of Deir al-Zour, Hasakah and Raqqa, are ""temporarily"" under the control of rebels and antigovernment militias, according to the official.",,,,,,,,,2,,,,12,,,,,,,,4,,,,,,,,,,,
661c2e0c445d09870decb949,40639_4,"“The Fed will do just fine” with what’s certain to be a “smooth transition,” Mr. Dudley said. While a lot may be going on, he added “if you are going to have a transition, this is a heck of a lot better of a time to have a transition than <span>in 2007.</span>”  Mr. Dudley sought to downplay the importance of any one person in determining Fed policy. He noted officials right now are very much on one page in terms of the outlook.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,86776_20,"The average number of bookrunners on Chinese companies’ U.S.-dollar bond deals rose to 6.5 last year, from an average of 3.6 in 2012, according to Dealogic. The average for Asia excluding Japan was recently 4.6, <span>versus 2.2 in</span> the U.S. Larger bond syndicates mean lower fees per deal are also being divided among more banks, making it harder for individual firms to profit, said Florian Schmidt, a former investment banker who now runs a consulting firm in Singapore.",,,,,,,0,,,,,,,,,8,,,,,,,3,,,,,,,,,
661c2e0c445d09870decb949,37452_11,"Rates of severe illness were 6.5-fold lower for those 60 years or older and threefold lower for those aged 40 to 60, the researchers said. Death rates were nearly fivefold lower for those <span>aged 60 and</span> up. The Israeli results have been published by a preprint service but have not been peer-reviewed.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
661c2e0c445d09870decb949,26248_13,"Inflation is on the rise. The measure of inflation, called ""core consumer price index,"" in April increased to its highest level in 13 years, to 4.1%, and this is after an increase to 2.6% in March, which was the highest level <span>since 2018.</span> These increased measures of inflation are showing up even before a ""full"" reopening of normal activity across the U.S. economy.",,,,,,,,,,,6,,,,,,13,,,,,,,5,,,,,,,,
